"state","county","fips_code","geographic_coordinates","days_with_maximum_temperature_above_35_c","days_with_maximum_temperature_above_40c","maximum_of_maximum_temperatures","drought_annualized_frequency","wildfire_annualized_frequency"
"CA","Los Angeles","06037127605","+34.1897270,-118.4847378","29.77943993","17.26370049","2.630584717","73.11111111","0.000102479"
"CA","Los Angeles","06037127606","+34.1902662,-118.4777891","29.77943993","17.26370049","2.630584717","73.11111111","0.000148101"
"CA","Los Angeles","06037127711","+34.1879585,-118.4698195","29.77943993","17.26370049","2.630584717","73.11111111","1.0107e-05"
"CA","Los Angeles","06037127712","+34.1974208,-118.4700785","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037127803","+34.1975155,-118.4530799","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037127804","+34.1974926,-118.4618228","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037127805","+34.1921963,-118.4576889","29.77943993","17.26370049","2.630584717","73.11111111","3.83939e-07"
"CA","Los Angeles","06037127806","+34.1885731,-118.4572359","29.77943993","17.26370049","2.630584717","73.11111111","1.03253e-05"
"CA","Los Angeles","06037127910","+34.1975649,-118.4443624","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037127920","+34.1975655,-118.4356225","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128101","+34.1902993,-118.4356174","29.77943993","17.26370049","2.630584717","73.11111111","3.35643e-07"
"CA","Los Angeles","06037128102","+34.1902959,-118.4443506","29.77943993","17.26370049","2.630584717","73.11111111","1.09003e-05"
"CA","Los Angeles","06037128210","+34.1835838,-118.4443453","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128220","+34.1835533,-118.4355767","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128302","+34.1838638,-118.4605367","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128303","+34.1830757,-118.4523813","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128400","+34.1765494,-118.4588522","29.77943993","17.26370049","2.630584717","73.11111111","2.07245e-05"
"CA","Los Angeles","06037128500","+34.1703043,-118.4443439","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128601","+34.1784585,-118.4410821","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128602","+34.1712144,-118.4356063","29.77943993","17.26370049","2.630584717","73.11111111","1.57435e-06"
"CA","Los Angeles","06037128702","+34.1608690,-118.4393180","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128801","+34.1682378,-118.4651573","29.77943993","17.26370049","2.630584717","73.11111111","3.42722e-06"
"CA","Los Angeles","06037128802","+34.1684788,-118.4552597","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037128910","+34.1616765,-118.4585185","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131010","+34.2147350,-118.5382539","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131020","+34.2001766,-118.5395023","29.77943993","17.26370049","2.630584717","73.11111111","9.20866e-07"
"CA","Los Angeles","06037131100","+34.2146245,-118.5056231","29.77943993","17.26370049","2.630584717","73.11111111","6.94865e-06"
"CA","Los Angeles","06037131200","+34.2147262,-118.5142310","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131300","+34.2146599,-118.5229633","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131400","+34.2145917,-118.5316957","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131600","+34.2147180,-118.5513560","29.77943993","17.26370049","2.630584717","73.11111111","6.65481e-06"
"CA","Los Angeles","06037131701","+34.2046643,-118.5578906","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131702","+34.2035942,-118.5476933","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131800","+34.2047091,-118.5273080","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037131900","+34.2047193,-118.5098593","29.77943993","17.26370049","2.630584717","73.11111111","4.04825e-06"
"CA","Los Angeles","06037132001","+34.1920691,-118.5141950","29.77943993","17.26370049","2.630584717","73.11111111","1.88046e-05"
"CA","Los Angeles","06037132002","+34.1948951,-118.5071960","29.77943993","17.26370049","2.630584717","73.11111111","3.6993e-05"
"CA","Los Angeles","06037132101","+34.1902625,-118.4956552","29.77943993","17.26370049","2.630584717","73.11111111","0.000110886"
"CA","Los Angeles","06037132102","+34.2020955,-118.4973690","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037132300","+34.1974433,-118.5273253","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037132501","+34.1968245,-118.5485970","29.77943993","17.26370049","2.630584717","73.11111111","1.94579e-05"
"CA","Los Angeles","06037132502","+34.1911391,-118.5469513","29.77943993","17.26370049","2.630584717","73.11111111","1.09542e-05"
"CA","Los Angeles","06037132700","+34.1888959,-118.5257626","29.77943993","17.26370049","2.630584717","73.11111111","1.27891e-05"
"CA","Los Angeles","06037132900","+34.1831957,-118.5281458","29.77943993","17.26370049","2.630584717","73.11111111","6.55279e-05"
"CA","Los Angeles","06037133000","+34.1960820,-118.5571125","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037133100","+34.1852284,-118.5442623","29.77943993","17.26370049","2.630584717","73.11111111","9.6009e-08"
"CA","Los Angeles","06037134001","+34.2029146,-118.5917267","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134002","+34.2026924,-118.5855271","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134101","+34.2143034,-118.5666433","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037134103","+34.2185595,-118.5814401","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037134104","+34.2119534,-118.5753847","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037134201","+34.2139885,-118.5912335","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134302","+34.2136956,-118.6209257","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134303","+34.2032480,-118.6118990","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134304","+34.2139330,-118.6102868","29.77943993","17.26370049","2.630584717","71.16666667","7.14399e-06"
"CA","Los Angeles","06037134305","+34.2176340,-118.6016952","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134306","+34.2119148,-118.6017021","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134421","+34.2020230,-118.6471400","29.77943993","17.26370049","2.630584717","71.16666667","3.24819e-05"
"CA","Los Angeles","06037134422","+34.2024601,-118.6306683","29.77943993","17.26370049","2.630584717","71.16666667","1.24179e-05"
"CA","Los Angeles","06037134423","+34.2138397,-118.6341913","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134424","+34.2135699,-118.6565649","29.77943993","17.26370049","2.630584717","71.16666667","0.005795355"
"CA","Los Angeles","06037134520","+34.1982940,-118.5996400","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134521","+34.2046284,-118.5952099","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134522","+34.2046744,-118.6017183","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134710","+34.2023735,-118.5779426","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037134720","+34.2046449,-118.5688121","29.77943993","17.26370049","2.630584717","73.11111111","7.3671e-06"
"CA","Los Angeles","06037134800","+34.1955756,-118.5715501","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037134901","+34.1873507,-118.5606591","29.77943993","17.26370049","2.630584717","73.11111111","2.63611e-06"
"CA","Los Angeles","06037134903","+34.1924692,-118.5916957","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037134904","+34.1913886,-118.5802111","29.77943993","17.26370049","2.630584717","73.11111111","0.000179839"
"CA","Los Angeles","06037134905","+34.1833588,-118.5842954","29.77943993","17.26370049","2.630584717","73.11111111","0.000242479"
"CA","Los Angeles","06037135102","+34.1886366,-118.6174552","29.77943993","17.26370049","2.630584717","71.16666667","1.44846e-05"
"CA","Los Angeles","06037135111","+34.1924609,-118.6102388","29.77943993","17.26370049","2.630584717","71.16666667","5.10666e-06"
"CA","Los Angeles","06037135113","+34.1810129,-118.6059583","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037135114","+34.1904438,-118.6036620","29.77943993","17.26370049","2.630584717","71.16666667","0"
"CA","Los Angeles","06037135201","+34.1903616,-118.6261323","29.77943993","17.26370049","2.630584717","71.16666667","7.16674e-06"
"CA","Los Angeles","06037135202","+34.1888179,-118.6369084","29.77943993","17.26370049","2.630584717","71.16666667","9.5233e-06"
"CA","Los Angeles","06037135203","+34.1918593,-118.6570809","29.77943993","17.26370049","2.630584717","71.16666667","0.003010768"
"CA","Los Angeles","06037137103","+34.1744847,-118.6013402","29.77943993","17.26370049","2.630584717","71.16666667","3.11919e-05"
"CA","Los Angeles","06037137104","+34.1737607,-118.5849467","29.77943993","17.26370049","2.630584717","73.11111111","8.72666e-05"
"CA","Los Angeles","06037137201","+34.1732437,-118.6156256","29.77943993","17.26370049","2.630584717","71.16666667","6.39505e-06"
"CA","Los Angeles","06037137301","+34.1762530,-118.6340417","29.77943993","17.26370049","2.630584717","71.16666667","2.55255e-05"
"CA","Los Angeles","06037137302","+34.1773480,-118.6541956","29.77943993","17.26370049","2.630584717","71.16666667","0.000642296"
"CA","Los Angeles","06037137401","+34.1590075,-118.6102529","29.77943993","17.26370049","2.630584717","71.16666667","9.29219e-05"
"CA","Los Angeles","06037137402","+34.1554628,-118.6249487","29.77943993","17.26370049","2.630584717","71.16666667","3.6082e-05"
"CA","Los Angeles","06037137501","+34.1649322,-118.5767994","29.77943993","17.26370049","2.630584717","73.11111111","0.000130354"
"CA","Los Angeles","06037137502","+34.1634518,-118.5976916","29.77943993","17.26370049","2.630584717","71.16666667","5.00258e-05"
"CA","Los Angeles","06037137504","+34.1480383,-118.5720594","29.77943993","17.26370049","2.630584717","73.11111111","0.007775145"
"CA","Los Angeles","06037138000","+34.1488008,-118.5910501","29.77943993","17.26370049","2.630584717","71.16666667","0.003678549"
"CA","Los Angeles","06037139001","+34.1754113,-118.5117180","29.77943993","17.26370049","2.630584717","73.11111111","1.82372e-07"
"CA","Los Angeles","06037139200","+34.1756962,-118.5246447","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037139301","+34.1781538,-118.5581266","29.77943993","17.26370049","2.630584717","73.11111111","3.96501e-05"
"CA","Los Angeles","06037139302","+34.1767231,-118.5383656","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037139303","+34.1762844,-118.5333073","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037139401","+34.1696955,-118.5375830","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037139402","+34.1677649,-118.5517782","29.77943993","17.26370049","2.630584717","73.11111111","4.30531e-05"
"CA","Los Angeles","06037139502","+34.1628402,-118.5263111","29.77943993","17.26370049","2.630584717","73.11111111","1.07611e-05"
"CA","Los Angeles","06037139503","+34.1677850,-118.5245194","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037139504","+34.1670182,-118.5202503","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037139600","+34.1640599,-118.5101001","29.77943993","17.26370049","2.630584717","73.11111111","9.00507e-05"
"CA","Los Angeles","06037139701","+34.1574290,-118.4954117","29.77943993","17.26370049","2.630584717","73.11111111","0.000107432"
"CA","Los Angeles","06037139702","+34.1363870,-118.5097380","29.77943993","17.26370049","2.630584717","73.11111111","0.005252956"
"CA","Los Angeles","06037139703","+34.1445790,-118.5320785","29.77943993","17.26370049","2.630584717","73.11111111","0.007158084"
"CA","Los Angeles","06037139801","+34.1527206,-118.5455805","29.77943993","17.26370049","2.630584717","73.11111111","0.000787615"
"CA","Los Angeles","06037139802","+34.1428640,-118.5563556","29.77943993","17.26370049","2.630584717","73.11111111","0.008134425"
"CA","Los Angeles","06037141101","+34.1511670,-118.4243044","29.77943993","17.26370049","2.630584717","73.11111111","7.74625e-07"
"CA","Los Angeles","06037141102","+34.1494929,-118.4318823","29.77943993","17.26370049","2.630584717","73.11111111","1.10881e-05"
"CA","Los Angeles","06037141201","+34.1519021,-118.4426826","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037141202","+34.1471798,-118.4423602","29.77943993","17.26370049","2.630584717","73.11111111","8.11799e-05"
"CA","Los Angeles","06037141302","+34.1536798,-118.4628300","29.77943993","17.26370049","2.630584717","73.11111111","9.24271e-06"
"CA","Los Angeles","06037141303","+34.1549353,-118.4552476","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037141304","+34.1509932,-118.4526303","29.77943993","17.26370049","2.630584717","73.11111111","7.59938e-05"
"CA","Los Angeles","06037141400","+34.1574890,-118.4760491","29.77943993","17.26370049","2.630584717","73.11111111","3.00219e-06"
"CA","Los Angeles","06037141500","+34.1404819,-118.4786421","29.77943993","17.26370049","2.630584717","73.11111111","0.000639104"
"CA","Los Angeles","06037141600","+34.1389110,-118.4610440","29.77943993","17.26370049","2.630584717","73.11111111","0.001176595"
"CA","Los Angeles","06037141700","+34.1379878,-118.4376439","29.77943993","17.26370049","2.630584717","73.11111111","0.001181089"
"CA","Los Angeles","06037143100","+34.1480353,-118.3559057","29.77943993","17.26370049","2.630584717","73.11111111","7.25659e-05"
"CA","Los Angeles","06037143200","+34.1494399,-118.3720618","29.77943993","17.26370049","2.630584717","73.11111111","2.23079e-05"
"CA","Los Angeles","06037143300","+34.1521830,-118.3866139","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037143400","+34.1538507,-118.4110998","29.77943993","17.26370049","2.630584717","73.11111111","1.2445e-05"
"CA","Los Angeles","06037143500","+34.1476412,-118.4067800","29.77943993","17.26370049","2.630584717","73.11111111","2.1939e-05"
"CA","Los Angeles","06037143602","+34.1450296,-118.3855058","29.77943993","17.26370049","2.630584717","73.11111111","2.78674e-05"
"CA","Los Angeles","06037143603","+34.1442858,-118.3727317","29.77943993","17.26370049","2.630584717","73.11111111","9.88029e-07"
"CA","Los Angeles","06037143604","+34.1420581,-118.3681384","29.77943993","17.26370049","2.630584717","73.11111111","0"
"CA","Los Angeles","06037143700","+34.1291853,-118.3567733","29.77943993","17.26370049","2.630584717","73.11111111","0.000317055"
"CA","Los Angeles","06037143800","+34.1355570,-118.3805891","29.77943993","17.26370049","2.630584717","73.11111111","0.000254465"
"CA","Los Angeles","06037143901","+34.1321322,-118.4000483","29.77943993","17.26370049","2.630584717","73.11111111","0.001325951"
"CA","Los Angeles","06037143902","+34.1358007,-118.4214241","29.77943993","17.26370049","2.630584717","73.11111111","0.001342079"
"CA","Los Angeles","06037181000","+34.1452669,-118.2043862","29.77943993","17.26370049","2.630584717","73.11111111","0.000547937"
"CA","Los Angeles","06037181300","+34.1360845,-118.2236529","29.77943993","17.26370049","2.630584717","73.11111111","4.98589e-05"
"CA","Los Angeles","06037181400","+34.1367194,-118.2088736","29.77943993","17.26370049","2.630584717","73.11111111","6.52505e-06"
"CA","Los Angeles","06037181500","+34.1347808,-118.1928507","29.77943993","17.26370049","2.630584717","73.11111111","4.62839e-05"
"CA","Los Angeles","06037181600","+34.1297234,-118.2097406","29.77943993","17.26370049","2.630584717","73.11111111","0.000103518"
